v1,v2,v3,v4
148,56.1,33.8,Particular Subvencionado
89,98.9,89.9,Particular Subvencionado
61,93.4,82,Particular Subvencionado
212,44.3,19.3,Particular Subvencionado
57,94.7,78.9,Particular Subvencionado
76,90.8,61.8,Particular Subvencionado
223,78,50.7,Particular Subvencionado
30,100,90,Particular Subvencionado
60,95,78.3,Particular Subvencionado
95,73.7,46.3,Particular Subvencionado
42,78.6,71.4,Particular Subvencionado
433,86.6,59.6,Particular Subvencionado
85,90.6,71.8,Particular Subvencionado
29,93.1,72.4,Particular Subvencionado
87,93.1,78.2,Particular Subvencionado
238,73.1,44.5,Particular Subvencionado
262,83.2,50,Municipal - DAEM
82,95.1,85.4,Particular Subvencionado
216,66.2,38,Particular Subvencionado
242,83.5,50.8,Particular Subvencionado
18,88.9,66.7,Particular Subvencionado
586,48,20.5,Particular Subvencionado
28,96.4,67.9,Particular Subvencionado
166,69.9,38.6,Particular Subvencionado
43,90.7,83.7,Particular Subvencionado
72,100,93.1,Particular Subvencionado
21,100,71.4,Particular Subvencionado
71,97.2,87.3,Particular Subvencionado
3,100,33.3,Municipal - DAEM
10,100,100,Particular Subvencionado
35,100,94.3,Particular Subvencionado
178,41,20.2,Particular Subvencionado
251,78.9,51.8,Particular Subvencionado
99,63.6,40.4,Particular Subvencionado
136,92.6,80.9,Particular Subvencionado
142,93.7,69.7,Particular Subvencionado
31,96.8,90.3,Particular Subvencionado
44,63.6,40.9,Particular Subvencionado
265,59.6,27.2,Particular Subvencionado
395,57,31.6,Particular Subvencionado
47,89.4,83,Particular Subvencionado
17,100,94.1,Particular Subvencionado
330,74.8,37,Particular Subvencionado
499,30.9,11.8,Particular Subvencionado
149,85.9,55,Particular Subvencionado
13,92.3,84.6,Particular Subvencionado
195,93.3,64.6,Particular Subvencionado
27,100,85.2,Particular Subvencionado
13,100,100,Particular Subvencionado
137,49.6,32.1,Particular Subvencionado
231,92.2,76.2,Municipal - DAEM
19,100,100,Particular Subvencionado
124,93.5,73.4,Particular Subvencionado
334,82.6,56.9,Particular Subvencionado
169,43.8,21.3,Particular Subvencionado
174,60.9,35.6,Particular Subvencionado
296,90.9,68.2,Particular Subvencionado
183,95.6,84.2,Particular Subvencionado
159,39,15.1,Particular Subvencionado
157,91.7,71.3,Particular Subvencionado
10,100,90,Particular Subvencionado
26,96.2,92.3,Particular Subvencionado
555,80,53,Particular Subvencionado
58,100,89.7,Particular Subvencionado
24,100,79.2,Municipal - DAEM
717,69.7,37.9,Particular Subvencionado
36,100,97.2,Particular Subvencionado
64,82.8,70.3,Particular Subvencionado
130,86.2,53.8,Particular Subvencionado
351,83.5,57.3,Particular Subvencionado
139,51.1,29.5,Municipal - DAEM
324,63.9,36.7,Particular Subvencionado
15,93.3,80,Particular Subvencionado
16,87.5,50,Particular Subvencionado
15,86.7,46.7,Particular Subvencionado
113,69.9,37.2,Particular Subvencionado
127,87.4,66.9,Particular Subvencionado
53,94.3,90.6,Particular Subvencionado
25,100,92,Particular Subvencionado
374,73.3,43.3,Particular Subvencionado
14,100,85.7,Particular Subvencionado
206,78.6,56.3,Particular Subvencionado
69,37.7,18.8,Particular Subvencionado
160,69.4,48.1,Particular Subvencionado
17,94.1,82.4,Particular Subvencionado
17,76.5,35.3,Particular Subvencionado
242,74.4,54.1,Particular Subvencionado
339,52.8,32.4,Particular Subvencionado
594,94.1,78.5,Municipal - DAEM
4,100,100,Particular Subvencionado
9,88.9,88.9,Particular Subvencionado
106,66,34.9,Particular Subvencionado
76,77.6,51.3,Particular Subvencionado
42,92.9,59.5,Particular Subvencionado
21,76.2,61.9,Municipal - DAEM
58,94.8,74.1,Particular Subvencionado
196,85.7,62.8,Municipal - DAEM
13,92.3,76.9,Particular Subvencionado
137,51.1,35,Particular Subvencionado
142,62.7,47.9,Municipal - DAEM
406,67,45.8,Particular Subvencionado
318,81.8,55,Particular Subvencionado
407,78.1,56,Particular Subvencionado
300,71.3,49,Particular Subvencionado
3,100,100,Particular Subvencionado
311,73,53.1,Particular Subvencionado
32,100,81.3,Particular Subvencionado
225,55.6,34.2,Particular Subvencionado
189,67.7,54,Particular Subvencionado
50,84,60,Particular Subvencionado
6,100,100,Municipal - DAEM
23,100,87,Particular Subvencionado
20,90,70,Particular Subvencionado
735,41,23.3,Particular Subvencionado
3,100,100,Municipal - Corporacion
5,60,40,Particular Subvencionado
209,68.4,50.7,Municipal - DAEM
135,83.7,64.4,Municipal - DAEM
12,100,66.7,Particular Subvencionado
2,100,0,Municipal - DAEM
299,58.9,40.5,Particular Subvencionado
8,87.5,87.5,Particular Subvencionado
38,84.2,52.6,Particular Subvencionado
8,100,50,Municipal - Corporacion
13,92.3,76.9,Municipal - DAEM
454,90.1,74.7,Municipal - DAEM
77,87,51.9,Particular Subvencionado
38,97.4,84.2,Municipal - Corporacion
6,83.3,83.3,Particular Subvencionado
209,89.5,73.7,Municipal - Corporacion
16,93.8,68.8,Municipal - DAEM
9,66.7,55.6,Municipal - DAEM
58,89.7,65.5,Particular Subvencionado
6,100,100,Municipal - Corporacion
4,50,25,Municipal - DAEM
198,90.9,71.2,Particular Subvencionado
16,87.5,56.3,Particular Subvencionado
15,93.3,86.7,Particular Subvencionado
261,28.4,13,Particular Subvencionado
48,87.5,72.9,Particular Subvencionado
17,88.2,58.8,Particular Subvencionado
231,55.4,34.2,Particular Subvencionado
23,95.7,87,Particular Subvencionado
101,92.1,70.3,Particular Subvencionado
16,87.5,50,Particular Subvencionado
362,93.6,81.2,Municipal - DAEM
221,82.8,61.1,Municipal - Corporacion
3,100,100,Particular Subvencionado
29,89.7,69,Particular Subvencionado
26,100,96.2,Particular Subvencionado
78,80.8,47.4,Particular Subvencionado
7,100,57.1,Particular Subvencionado
668,69.3,48.5,Particular Subvencionado
700,76.3,53.9,Particular Subvencionado
3,100,66.7,Particular Subvencionado
210,88.1,66.2,Particular Subvencionado
191,75.4,55,Particular Subvencionado
9,100,100,Particular Subvencionado
300,76,54,Particular Subvencionado
55,83.6,58.2,Particular Subvencionado
24,95.8,70.8,Particular Subvencionado
4,100,75,Municipal - DAEM
211,37,23.7,Particular Subvencionado
256,16,5.1,Particular Subvencionado
11,100,81.8,Municipal - Corporacion
157,86.6,62.4,Particular Subvencionado
33,84.8,66.7,Particular Subvencionado
59,93.2,62.7,Particular Subvencionado
51,96.1,84.3,Particular Subvencionado
141,79.4,56.7,Particular Subvencionado
196,58.2,39.3,Particular Subvencionado
34,91.2,76.5,Particular Subvencionado
253,88.9,80.2,Particular Subvencionado
13,100,84.6,Particular Subvencionado
268,85.1,66.4,Municipal - DAEM
202,83.7,61.9,Particular Subvencionado
504,31.3,14.1,Particular Subvencionado
281,86.1,66.5,Particular Subvencionado
333,42.9,25.8,Particular Subvencionado
8,100,50,Particular Subvencionado
29,89.7,69,Particular Subvencionado
274,75.2,51.1,Particular Subvencionado
160,78.1,53.1,Particular Subvencionado
56,91.1,67.9,Particular Subvencionado
140,77.1,54.3,Particular Subvencionado
31,77.4,38.7,Particular Subvencionado
32,100,93.8,Particular Subvencionado
222,70.7,41.4,Particular Subvencionado
9,100,66.7,Particular Subvencionado
208,86.1,67.8,Particular Subvencionado
133,76.7,46.6,Particular Subvencionado
205,85.4,59.5,Particular Subvencionado
67,94,76.1,Particular Subvencionado
41,90.2,78,Particular Subvencionado
12,100,83.3,Particular Subvencionado
191,70.2,46.1,Particular Subvencionado
364,71.2,45.3,Particular Subvencionado
175,81.7,61.7,Particular Subvencionado
1,100,100,Particular Subvencionado
56,94.6,87.5,Particular Subvencionado
194,73.7,49.5,Particular Subvencionado
24,95.8,87.5,Particular Subvencionado
9,100,100,Particular Subvencionado
2,100,50,Particular Subvencionado
170,58.8,38.8,Particular Subvencionado
365,94.2,72.3,Municipal - DAEM
17,100,82.4,Municipal - DAEM
75,84,60,Particular Subvencionado
176,86.9,61.9,Particular Subvencionado
135,92.6,66.7,Particular Subvencionado
211,64.9,41.7,Particular Subvencionado
220,85.9,57.3,Particular Subvencionado
67,95.5,73.1,Particular Subvencionado
118,85.6,58.5,Particular Subvencionado
548,79.9,57.8,Particular Subvencionado
227,57.3,37.4,Particular Subvencionado
368,90.2,76.4,Municipal - DAEM
272,71.3,45.6,Particular Subvencionado
216,89.4,69,Particular Subvencionado
27,92.6,77.8,Particular Subvencionado
394,73.4,52.8,Particular Subvencionado
17,100,88.2,Particular Subvencionado
95,89.5,74.7,Particular Subvencionado
255,76.5,49,Particular Subvencionado
30,100,63.3,Particular Subvencionado
14,100,100,Particular Subvencionado
12,91.7,75,Particular Subvencionado
586,27.1,10.1,Particular Subvencionado
186,78.5,53.8,Particular Subvencionado
23,91.3,65.2,Particular Subvencionado
308,92.5,79.5,Municipal - DAEM
246,93.9,82.1,Particular Subvencionado
279,71.3,45.5,Particular Subvencionado
315,77.5,57.5,Particular Subvencionado
262,74.4,43.9,Particular Subvencionado
199,91.5,71.4,Particular Subvencionado
77,83.1,63.6,Particular Subvencionado
262,43.9,28.2,Particular Subvencionado
38,92.1,76.3,Particular Subvencionado
125,89.6,80.8,Particular Subvencionado
71,80.3,70.4,Particular Subvencionado
422,88.4,68.2,Municipal - Corporacion
36,97.2,69.4,Particular Subvencionado
126,92.9,79.4,Particular Subvencionado
20,95,65,Particular Subvencionado
144,33.3,11.1,Particular Subvencionado
11,54.5,36.4,Particular Subvencionado
200,31.5,17.5,Municipal - Corporacion
85,97.6,69.4,Particular Subvencionado
606,50.2,28.4,Particular Subvencionado
96,89.6,64.6,Particular Subvencionado
527,86.1,68.7,Municipal - DAEM
79,96.2,82.3,Particular Subvencionado
841,89.3,70.6,Municipal - DAEM
558,88.9,69.7,Municipal - DAEM
112,92,77.7,Municipal - DAEM
46,87,76.1,Particular Subvencionado
76,88.2,59.2,Particular Subvencionado
508,86,62.6,Particular Subvencionado
23,95.7,78.3,Particular Subvencionado
216,91.7,76.9,Municipal - DAEM
120,84.2,65,Particular Subvencionado
1435,62.4,35.5,Particular Subvencionado
1094,84.7,62.6,Particular Subvencionado
157,96.2,90.4,Particular Subvencionado
115,88.7,74.8,Particular Subvencionado
164,74.4,51.2,Particular Subvencionado
20,100,95,Particular Subvencionado
34,91.2,79.4,Particular Subvencionado
151,95.4,66.2,Particular Subvencionado
107,72.9,55.1,Particular Subvencionado
214,58.9,36.9,Particular Subvencionado
46,87,60.9,Particular Subvencionado
293,91.8,74.1,Particular Subvencionado
138,43.5,18.8,Particular Subvencionado
192,97.9,87,Municipal - DAEM
641,87.4,69.1,Municipal - DAEM
140,62.1,37.1,Municipal - Corporacion
7,100,100,Particular Subvencionado
272,90.8,72.4,Particular Subvencionado
76,98.7,82.9,Particular Subvencionado
293,92.5,75.4,Municipal - DAEM
219,81.7,51.6,Particular Subvencionado
155,94.8,80,Particular Subvencionado
530,79.2,54,Particular Subvencionado
90,83.3,53.3,Municipal - Corporacion
16,56.3,12.5,Particular Subvencionado
299,89.6,68.2,Municipal - DAEM
48,85.4,72.9,Particular Subvencionado
247,78.9,51,Particular Subvencionado
698,75.6,49.6,Municipal - DAEM
28,96.4,85.7,Particular Subvencionado
643,81.6,57.2,Particular Subvencionado
232,74.6,49.6,Municipal - Corporacion
379,79.9,60.4,Municipal - DAEM
225,72,51.1,Particular Subvencionado
518,77.6,50.4,Municipal - Corporacion
144,55.6,38.9,Particular Subvencionado
13,100,92.3,Particular Subvencionado
211,92.4,73.9,Municipal - DAEM
52,73.1,42.3,Municipal - DAEM
246,60.2,42.3,Particular Subvencionado
21,95.2,66.7,Municipal - DAEM
220,81.8,55.5,Particular Subvencionado
14,100,64.3,Particular Subvencionado
145,79.3,58.6,Particular Subvencionado
37,97.3,89.2,Municipal - DAEM
477,75.7,54.9,Municipal - Corporacion
42,83.3,71.4,Particular Subvencionado
284,83.5,54.9,Municipal - DAEM
15,86.7,66.7,Particular Subvencionado
538,76.8,52.4,Particular Subvencionado
267,86.1,62.5,Particular Subvencionado
50,80,56,Particular Subvencionado
522,71.5,46.4,Particular Subvencionado
211,94.3,78.2,Particular Subvencionado
91,78,60.4,Particular Subvencionado
87,95.4,77,Particular Subvencionado
281,78.3,53.7,Particular Subvencionado
5,100,100,Particular Subvencionado
192,49,27.6,Particular Subvencionado
206,72.8,46.6,Particular Subvencionado
46,100,84.8,Particular Subvencionado
439,80.4,56.9,Particular Subvencionado
254,38.6,22,Particular Subvencionado
217,67.3,40.1,Particular Subvencionado
156,84,67.9,Particular Subvencionado
26,100,92.3,Particular Subvencionado
49,81.6,57.1,Particular Subvencionado
203,85.7,65,Particular Subvencionado
27,100,70.4,Particular Subvencionado
300,73.3,47.3,Particular Subvencionado
213,74.2,50.2,Particular Subvencionado
427,78.2,55,Particular Subvencionado
226,53.1,26.5,Particular Subvencionado
15,93.3,86.7,Particular Subvencionado
219,68.5,43.8,Particular Subvencionado
13,92.3,76.9,Particular Subvencionado
50,72,56,Particular Subvencionado
25,84,68,Particular Subvencionado
161,87.6,75.2,Particular Subvencionado
229,84.7,63.3,Particular Subvencionado
104,50,29.8,Particular Subvencionado
57,73.7,54.4,Particular Subvencionado
67,82.1,49.3,Particular Subvencionado
263,62.4,38.8,Particular Subvencionado
43,100,81.4,Particular Subvencionado
328,93.9,82,Municipal - DAEM
483,81.8,59,Particular Subvencionado
14,85.7,71.4,Particular Subvencionado
395,26.3,12.7,Particular Subvencionado
459,80,52.1,Particular Subvencionado
31,83.9,58.1,Particular Subvencionado
53,81.1,62.3,Particular Subvencionado
125,59.2,34.4,Particular Subvencionado
137,85.4,62,Particular Subvencionado
78,92.3,75.6,Particular Subvencionado
32,96.9,93.8,Particular Subvencionado
40,97.5,75,Particular Subvencionado
66,68.2,40.9,Particular Subvencionado
226,89.8,66.8,Municipal - DAEM
247,71.3,44.5,Particular Subvencionado
78,88.5,75.6,Particular Subvencionado
71,87.3,66.2,Municipal - DAEM
812,62.6,44.3,Particular Subvencionado
128,61.7,44.5,Particular Subvencionado
540,65.4,50.2,Particular Subvencionado
15,60,40,Particular Subvencionado
476,20.8,12.4,Particular Subvencionado
265,41.5,29.8,Particular Subvencionado
475,56.6,39.6,Particular Subvencionado
401,64.3,50.6,Municipal - DAEM
3,100,33.3,Particular Subvencionado
366,63.1,42.3,Particular Subvencionado
475,47.6,32.6,Particular Subvencionado
413,84.3,67.1,Municipal - DAEM
582,54,39.9,Particular Subvencionado
351,71.5,54.7,Particular Subvencionado
269,75.1,50.9,Particular Subvencionado
124,85.5,72.6,Particular Subvencionado
116,62.1,47.4,Municipal - DAEM
122,75.4,56.6,Particular Subvencionado
489,65.6,46.6,Municipal - Corporacion
223,23.8,11.2,Particular Subvencionado
321,36.4,21.2,Particular Subvencionado
744,31.9,16.9,Municipal - Corporacion
198,52.5,34.8,Particular Subvencionado
524,40.8,23.5,Municipal - Corporacion
243,29.2,20.6,Particular Subvencionado
582,62.7,40.5,Municipal - Corporacion
215,28.4,17.2,Particular Subvencionado
2,0,0,Municipal - Corporacion
175,33.7,20,Particular Subvencionado
8,62.5,62.5,Municipal - DAEM
327,34.9,18,Particular Subvencionado
587,38.7,21.1,Particular Subvencionado
221,31.2,14.9,Particular Subvencionado
3,33.3,0,Municipal - DAEM
235,55.3,37,Particular Subvencionado
388,85.8,70.9,Municipal - Corporacion
298,93,76.2,Municipal - DAEM
136,67.6,43.4,Particular Subvencionado
214,64,39.3,Particular Subvencionado
565,75,52.7,Particular Subvencionado
715,44.9,26.3,Particular Subvencionado
433,84.8,65.4,Municipal - Corporacion
263,58.9,35.7,Particular Subvencionado
280,80,48.2,Particular Subvencionado
621,49,26.4,Particular Subvencionado
304,82.6,61.2,Particular Subvencionado
318,72,54.7,Particular Subvencionado
693,42.7,24.5,Particular Subvencionado
203,88.7,72.9,Particular Subvencionado
464,61.6,40.3,Particular Subvencionado
424,58,34.4,Particular Subvencionado
658,91.8,75.8,Municipal - Corporacion
335,90.4,77.9,Municipal - DAEM
184,57.1,34.2,Particular Subvencionado
328,60.7,39.9,Particular Subvencionado
98,95.9,85.7,Particular Subvencionado
620,50.6,29,Municipal - Corporacion
498,41.4,24.3,Particular Subvencionado
181,81.8,60.8,Particular Subvencionado
338,66.9,47.6,Particular Subvencionado
110,68.2,42.7,Particular Subvencionado
360,89.7,70.8,Particular Subvencionado
798,84.8,67.3,Municipal - DAEM
454,40.1,18.7,Particular Subvencionado
72,77.8,51.4,Particular Subvencionado
819,72,51.6,Municipal - DAEM
1404,77.6,56,Particular Subvencionado
312,53.2,33.7,Particular Subvencionado
645,48.1,26,Particular Subvencionado
637,36.1,18.8,Particular Subvencionado
161,86.3,66.5,Municipal - Corporacion
268,75,44.4,Particular Subvencionado
354,59.3,32.2,Particular Subvencionado
194,47.4,19.6,Particular Subvencionado
225,62.7,40.9,Particular Subvencionado
2043,63,40.8,Particular Subvencionado
69,75.4,44.9,Particular Subvencionado
428,80.6,56.5,Particular Subvencionado
141,56.7,31.2,Particular Subvencionado
547,25.8,12.8,Particular Subvencionado
318,85.5,65.7,Particular Subvencionado
457,85.1,71.1,Municipal - Corporacion
555,76,53.3,Particular Subvencionado
305,40.3,18.4,Municipal - Corporacion
286,68.2,47.6,Particular Subvencionado
275,66.5,44.7,Particular Subvencionado
84,65.5,32.1,Particular Subvencionado
994,82.2,64.9,Particular Subvencionado
74,93.2,85.1,Particular Subvencionado
128,67.2,32.8,Municipal - DAEM
688,47.1,28.3,Particular Subvencionado
222,66.7,44.6,Particular Subvencionado
262,86.6,61.1,Particular Subvencionado
156,64.1,40.4,Particular Subvencionado
747,55,35.3,Particular Subvencionado
894,63.4,39,Particular Subvencionado
174,46,29.9,Particular Subvencionado
437,69.6,38.7,Particular Subvencionado
199,61.3,41.2,Particular Subvencionado
232,31.9,17.2,Particular Subvencionado
115,94.8,80.9,Particular Subvencionado
187,77.5,57.2,Particular Subvencionado
681,70,48.9,Particular Subvencionado
681,62.3,42.3,Particular Subvencionado
