v1,v2,v3,v4
12,100,100,Municipal - DAEM
13,76.9,76.9,Municipal - DAEM
2,50,50,Municipal - DAEM
5,100,80,Municipal - DAEM
8,87.5,37.5,Municipal - DAEM
57,91.2,70.2,Municipal - DAEM
9,100,77.8,Municipal - DAEM
4,75,50,Municipal - DAEM
7,71.4,14.3,Municipal - DAEM
29,79.3,48.3,Municipal - DAEM
15,100,60,Municipal - DAEM
16,75,62.5,Municipal - DAEM
77,75.3,61,Municipal - DAEM
152,75,58.6,Municipal - DAEM
93,91.4,73.1,Municipal - DAEM
29,82.8,69,Municipal - DAEM
74,93.2,66.2,Municipal - DAEM
9,88.9,66.7,Municipal - DAEM
9,100,55.6,Municipal - DAEM
7,85.7,42.9,Municipal - DAEM
13,84.6,53.8,Municipal - DAEM
1,100,100,Municipal - DAEM
14,92.9,78.6,Municipal - DAEM
62,91.9,75.8,Municipal - DAEM
4,50,25,Municipal - DAEM
109,92.7,73.4,Municipal - DAEM
6,100,83.3,Municipal - DAEM
382,85.3,66.2,Municipal - DAEM
4,100,100,Municipal - DAEM
3,100,100,Municipal - DAEM
1,0,0,Municipal - DAEM
38,89.5,63.2,Municipal - DAEM
6,100,100,Particular Subvencionado
183,62.8,44.3,Municipal - DAEM
9,77.8,66.7,Municipal - DAEM
10,100,80,Municipal - DAEM
39,64.1,48.7,Municipal - DAEM
2,100,100,Municipal - DAEM
8,75,75,Municipal - DAEM
165,62.4,40.6,Municipal - DAEM
1,100,100,Municipal - DAEM
9,88.9,55.6,Municipal - DAEM
4,50,50,Municipal - DAEM
6,83.3,66.7,Municipal - DAEM
310,91,75.8,Municipal - DAEM
382,89.3,71.7,Municipal - DAEM
567,76.7,56.1,Municipal - DAEM
235,90.2,77,Municipal - DAEM
152,94.7,85.5,Municipal - DAEM
19,78.9,73.7,Municipal - DAEM
33,81.8,51.5,Municipal - DAEM
40,87.5,67.5,Municipal - DAEM
78,83.3,65.4,Municipal - DAEM
46,80.4,60.9,Municipal - DAEM
36,80.6,58.3,Municipal - DAEM
9,88.9,44.4,Municipal - DAEM
359,49.9,38.2,Particular Subvencionado
203,85.2,70.4,Particular Subvencionado
718,53.2,35.2,Particular Subvencionado
569,77.5,58.9,Particular Subvencionado
33,78.8,51.5,Municipal - DAEM
45,88.9,75.6,Municipal - DAEM
16,62.5,56.3,Municipal - DAEM
10,80,60,Municipal - DAEM
96,88.5,68.8,Municipal - DAEM
281,83.3,65.5,Municipal - DAEM
190,74.7,59.5,Municipal - DAEM
66,83.3,74.2,Municipal - DAEM
230,77,59.6,Municipal - DAEM
58,87.9,74.1,Municipal - DAEM
122,78.7,70.5,Municipal - DAEM
390,70.3,55.4,Municipal - DAEM
31,71,51.6,Municipal - DAEM
76,75,52.6,Municipal - DAEM
182,71.4,52.2,Municipal - DAEM
193,75.1,58,Municipal - DAEM
13,69.2,61.5,Municipal - DAEM
131,77.9,52.7,Municipal - DAEM
10,70,60,Municipal - DAEM
65,76.9,64.6,Municipal - DAEM
4,50,50,Municipal - DAEM
43,83.7,62.8,Municipal - DAEM
60,75,50,Municipal - DAEM
116,70.7,56.9,Municipal - DAEM
30,93.3,60,Municipal - DAEM
7,28.6,14.3,Municipal - DAEM
400,70,58.3,Municipal - DAEM
79,79.7,60.8,Municipal - DAEM
77,71.4,55.8,Municipal - DAEM
493,66.5,46.5,Municipal - Corporacion
270,78.1,62.6,Municipal - Corporacion
321,80.7,60.7,Municipal - Corporacion
156,87.8,73.1,Municipal - Corporacion
8,62.5,12.5,Municipal - Corporacion
5,80,80,Municipal - Corporacion
617,61.1,42.9,Particular Subvencionado
257,54.9,35.4,Particular Subvencionado
27,85.2,70.4,Municipal - DAEM
108,53.7,37,Municipal - Corporacion
38,92.1,68.4,Municipal - Corporacion
340,67.1,45,Municipal - Corporacion
304,68.1,47.7,Municipal - Corporacion
446,78.9,59.2,Municipal - Corporacion
488,64.3,45.9,Municipal - Corporacion
250,77.2,64,Municipal - Corporacion
437,53.1,39.6,Municipal - Corporacion
422,60.2,40.8,Municipal - Corporacion
476,73.7,55.3,Municipal - Corporacion
569,52.7,33.6,Municipal - Corporacion
510,58.4,35.9,Municipal - Corporacion
165,65.5,53.3,Municipal - Corporacion
140,68.6,52.9,Municipal - Corporacion
48,72.9,45.8,Municipal - Corporacion
44,36.4,22.7,Municipal - Corporacion
616,40.4,20.9,Particular Subvencionado
672,30.5,17,Particular Subvencionado
402,44.5,26.4,Particular Subvencionado
673,56.6,32.7,Particular Subvencionado
7,71.4,71.4,Municipal - DAEM
43,76.7,69.8,Municipal - DAEM
36,41.7,33.3,Municipal - DAEM
446,66.6,54.3,Municipal - DAEM
57,42.1,26.3,Municipal - DAEM
4,100,50,Municipal - DAEM
282,36.9,28.4,Municipal - DAEM
6,83.3,33.3,Municipal - DAEM
1310,44.6,27,Municipal - DAEM
6,0,0,Municipal - DAEM
927,49.8,34.3,Municipal - DAEM
69,79.7,46.4,Municipal - DAEM
108,63.9,49.1,Municipal - DAEM
59,83.1,54.2,Municipal - DAEM
553,57.5,33.6,Municipal - DAEM
269,69.9,43.9,Municipal - DAEM
29,62.1,44.8,Municipal - DAEM
427,61.8,37.9,Municipal - DAEM
57,63.2,43.9,Municipal - DAEM
198,69.7,46,Administracion delegada
346,59,37.9,Municipal - DAEM
606,60.7,38,Municipal - DAEM
147,74.1,47.6,Municipal - DAEM
179,75.4,50.8,Municipal - DAEM
209,85.6,62.2,Municipal - DAEM
405,72.3,55.3,Municipal - DAEM
613,64.8,46.5,Municipal - DAEM
319,80.3,59.2,Municipal - DAEM
190,72.1,42.1,Municipal - DAEM
548,51.8,31.8,Municipal - DAEM
342,69,51.8,Municipal - DAEM
315,58.7,35.6,Municipal - DAEM
422,51.2,34.8,Municipal - DAEM
222,66.2,41.4,Municipal - DAEM
403,61,42.2,Municipal - DAEM
339,74.9,48.1,Municipal - DAEM
162,79,59.9,Municipal - DAEM
336,66.1,42.3,Municipal - DAEM
558,62,45.5,Municipal - DAEM
836,72,51.1,Municipal - DAEM
239,69,48.1,Municipal - DAEM
570,67,47.5,Municipal - DAEM
172,73.8,56.4,Municipal - DAEM
974,65.5,46.4,Municipal - DAEM
148,73,52.7,Municipal - DAEM
366,83.6,65.6,Municipal - DAEM
210,83.3,65.7,Municipal - DAEM
154,75.3,50,Municipal - DAEM
172,80.2,54.7,Municipal - DAEM
332,68.4,50,Municipal - DAEM
224,79,60.7,Municipal - DAEM
509,64.8,45.6,Municipal - DAEM
61,98.4,98.4,Municipal - DAEM
141,68.8,53.9,Municipal - DAEM
179,67,45.8,Municipal - DAEM
180,81.7,63.9,Municipal - DAEM
185,69.2,49.7,Municipal - DAEM
1070,53.6,33.9,Particular Subvencionado
642,45,28.8,Particular Subvencionado
324,38.6,23.5,Particular Subvencionado
590,25.9,13.7,Particular Subvencionado
654,43,27.2,Particular Subvencionado
323,41.5,23.5,Particular Subvencionado
609,54.4,31.4,Particular Subvencionado
583,55.9,36.9,Particular Subvencionado
34,64.7,32.4,Particular Subvencionado
222,60.4,42.8,Particular Subvencionado
273,61.5,41,Particular Subvencionado
80,81.3,55,Particular Subvencionado
961,45.9,27.5,Particular Subvencionado
694,71,50.3,Particular Subvencionado
511,76.7,56.9,Particular Subvencionado
781,64.8,41.4,Particular Subvencionado
612,36.6,20.3,Particular Subvencionado
1048,35.5,18.5,Particular Subvencionado
190,50.5,26.3,Particular Subvencionado
65,56.9,29.2,Particular Subvencionado
1066,61.7,39.8,Particular Subvencionado
297,57.2,32,Particular Subvencionado
639,49.8,31.3,Particular Subvencionado
477,79,58.7,Particular Subvencionado
682,58.4,37.1,Particular Subvencionado
490,58.8,39.2,Particular Subvencionado
735,62.9,42,Particular Subvencionado
753,63.1,44.2,Particular Subvencionado
215,70.7,50.2,Particular Subvencionado
314,66.9,46.5,Particular Subvencionado
234,65,38.9,Particular Subvencionado
322,48.4,29.2,Particular Subvencionado
541,63,42.5,Particular Subvencionado
587,55.5,36.5,Particular Subvencionado
290,75.2,51,Particular Subvencionado
303,50.2,32,Particular Subvencionado
906,58.6,39.3,Particular Subvencionado
717,51,28.5,Particular Subvencionado
176,74.4,48.3,Particular Subvencionado
732,85,62.8,Particular Subvencionado
519,74,55.5,Particular Subvencionado
597,44.2,26.6,Particular Subvencionado
352,54,32.1,Particular Subvencionado
170,72.9,54.1,Particular Subvencionado
573,60.6,38.6,Particular Subvencionado
332,61.7,44.3,Particular Subvencionado
121,30.6,16.5,Particular Subvencionado
381,77.2,57,Particular Subvencionado
245,62,45.7,Particular Subvencionado
68,82.4,66.2,Particular Subvencionado
159,47.2,25.2,Particular Subvencionado
143,60.8,30.1,Particular Subvencionado
235,60,36.6,Particular Subvencionado
417,66.7,43.6,Particular Subvencionado
272,47.4,29.8,Particular Subvencionado
547,42.6,27.8,Particular Subvencionado
807,47,27,Particular Subvencionado
198,71.2,48.5,Particular Subvencionado
87,63.2,34.5,Particular Subvencionado
610,34.6,20.5,Particular Subvencionado
285,63.9,46.7,Particular Subvencionado
608,29.1,15.8,Municipal - Corporacion
575,35.5,20.2,Particular Subvencionado
312,38.8,17.9,Particular Subvencionado
808,27.1,13,Municipal - DAEM
383,65,46.2,Municipal - Corporacion
559,39.9,18.2,Municipal - DAEM
587,29.3,14.8,Particular Subvencionado
681,46,29.4,Municipal - Corporacion
311,15.1,7.4,Particular Subvencionado
480,54.8,36.3,Municipal - Corporacion
66,54.5,30.3,Municipal - DAEM
773,56.3,34,Particular Subvencionado
163,72.4,42.9,Particular Subvencionado
524,15.5,7.1,Particular Subvencionado
660,37,19.5,Particular Subvencionado
298,21.8,11.1,Particular Subvencionado
199,20.6,10.6,Particular Subvencionado
93,57,30.1,Municipal - Corporacion
312,47.8,27.9,Municipal - Corporacion
442,41.9,24,Municipal - Corporacion
930,45.2,23.8,Municipal - Corporacion
69,60.9,40.6,Municipal - Corporacion
463,46.7,25.9,Municipal - Corporacion
858,41.4,21.2,Municipal - Corporacion
93,88.2,76.3,Particular Subvencionado
973,86.1,67.6,Particular Subvencionado
370,46.5,26.8,Particular Subvencionado
606,22.4,12.4,Particular Subvencionado
28,85.7,35.7,Particular Subvencionado
237,72.2,51.9,Municipal - Corporacion
176,65.3,41.5,Municipal - Corporacion
224,75.4,53.6,Municipal - Corporacion
292,66.1,42.1,Municipal - Corporacion
502,55,34.1,Municipal - Corporacion
480,64.4,41.7,Municipal - Corporacion
305,49.5,29.5,Particular Subvencionado
596,45.5,27.9,Particular Subvencionado
178,65.7,49.4,Particular Subvencionado
199,44.7,27.1,Particular Subvencionado
152,77.6,53.9,Particular Subvencionado
377,42.2,25.7,Particular Subvencionado
784,65.8,41.6,Particular Subvencionado
222,85.1,73,Particular Subvencionado
371,67.4,47.7,Municipal - Corporacion
306,49,26.8,Municipal - Corporacion
153,79.7,55.6,Municipal - Corporacion
184,59.2,40.2,Municipal - Corporacion
153,54.2,33.3,Municipal - Corporacion
41,78,65.9,Municipal - Corporacion
451,63.2,35.7,Municipal - Corporacion
823,59.2,36.8,Municipal - Corporacion
255,71.8,55.7,Municipal - Corporacion
327,85,65.4,Municipal - Corporacion
886,84.8,68.3,Municipal - Corporacion
554,53.8,33.6,Municipal - Corporacion
131,89.3,75.6,Municipal - Corporacion
245,70.2,49,Municipal - Corporacion
533,52.2,33.4,Municipal - Corporacion
556,88.1,68.7,Municipal - Corporacion
1156,38.4,22.2,Municipal - Corporacion
407,62.2,44,Municipal - Corporacion
452,77.2,60.8,Municipal - Corporacion
563,68,49,Municipal - Corporacion
419,88.1,72.6,Municipal - Corporacion
322,91,74.5,Municipal - Corporacion
32,90.6,78.1,Municipal - Corporacion
352,87.2,71.6,Municipal - Corporacion
197,83.2,64.5,Municipal - Corporacion
100,95,81,Municipal - Corporacion
468,84.8,65.6,Municipal - Corporacion
302,87.1,71.9,Municipal - Corporacion
309,85.1,67.3,Municipal - Corporacion
538,65.1,47.8,Municipal - Corporacion
411,82.7,64.2,Municipal - Corporacion
458,72.1,52.8,Municipal - Corporacion
373,74,51.5,Particular Subvencionado
181,74,55.2,Particular Subvencionado
460,81.1,61.1,Particular Subvencionado
167,41.3,25.1,Particular Subvencionado
332,55.1,33.7,Particular Subvencionado
432,73.1,58.3,Particular Subvencionado
595,74.5,52.1,Particular Subvencionado
61,42.6,24.6,Particular Subvencionado
37,73,32.4,Particular Subvencionado
1275,69.3,43.8,Particular Subvencionado
639,65.4,47.3,Particular Subvencionado
54,70.4,46.3,Particular Subvencionado
312,80.8,64.4,Particular Subvencionado
534,64.2,41,Particular Subvencionado
563,68.9,48.1,Particular Subvencionado
175,88,69.7,Particular Subvencionado
190,93.2,74.7,Particular Subvencionado
502,38,17.7,Particular Subvencionado
196,82.7,59.7,Particular Subvencionado
350,40.3,21.1,Particular Subvencionado
954,45.2,30.2,Particular Subvencionado
180,54.4,37.8,Particular Subvencionado
220,40,24.1,Particular Subvencionado
168,78,53.6,Particular Subvencionado
594,80.8,59.8,Particular Subvencionado
540,75.4,48.1,Particular Subvencionado
158,74.1,53.2,Particular Subvencionado
352,65.3,48,Particular Subvencionado
825,72.1,51.2,Particular Subvencionado
412,68.7,51.5,Particular Subvencionado
466,55.6,36.1,Particular Subvencionado
279,80.6,63.4,Particular Subvencionado
838,20,9.3,Particular Subvencionado
239,72.4,48.5,Municipal - Corporacion
1246,68.1,44.6,Municipal - Corporacion
563,60,41.7,Municipal - Corporacion
204,89.2,76.5,Municipal - Corporacion
253,80.6,61.7,Municipal - Corporacion
284,83.1,67.6,Municipal - Corporacion
227,91.6,75.8,Municipal - Corporacion
256,77.3,54.3,Municipal - Corporacion
216,85.6,67.6,Municipal - Corporacion
212,76.9,56.6,Municipal - Corporacion
264,75.4,51.1,Municipal - Corporacion
305,77,54.4,Municipal - Corporacion
479,72.2,53.7,Municipal - Corporacion
259,73,45.9,Municipal - Corporacion
233,79,63.9,Municipal - Corporacion
134,83.6,67.2,Municipal - Corporacion
353,80.7,58.1,Municipal - Corporacion
474,81,61.8,Particular Subvencionado
234,76.9,60.3,Particular Subvencionado
775,61,39.4,Particular Subvencionado
695,19.3,10.1,Particular Subvencionado
187,70.1,43.3,Particular Subvencionado
267,75.3,52.4,Particular Subvencionado
295,67.8,48.5,Particular Subvencionado
175,69.1,41.1,Particular Subvencionado
1370,56.6,37.5,Particular Subvencionado
333,73.9,54.1,Particular Subvencionado
311,77.2,55.3,Particular Subvencionado
502,69.9,49,Particular Subvencionado
148,64.9,46.6,Particular Subvencionado
279,68.1,43.7,Particular Subvencionado
126,91.3,71.4,Particular Subvencionado
1111,53.2,29.3,Particular Subvencionado
377,72.7,50.1,Particular Subvencionado
439,70.6,49.7,Particular Subvencionado
105,84.8,61,Particular Subvencionado
426,65,46.5,Particular Subvencionado
814,38,18.2,Particular Subvencionado
237,69.6,47.3,Particular Subvencionado
491,47.3,23,Particular Subvencionado
276,82.6,59.1,Particular Subvencionado
534,73.8,51.7,Particular Subvencionado
172,86.6,65.1,Particular Subvencionado
709,57.3,35.1,Particular Subvencionado
467,52.2,33.2,Particular Subvencionado
190,75.8,61.1,Particular Subvencionado
83,73.5,51.8,Particular Subvencionado
495,58.4,38.8,Particular Subvencionado
77,90.9,54.5,Municipal - Corporacion
163,63.8,41.7,Municipal - Corporacion
97,92.8,74.2,Municipal - DAEM
206,89.3,72.3,Municipal - Corporacion
209,83.7,70.8,Municipal - Corporacion
370,83.5,67.6,Municipal - Corporacion
385,77.1,56.1,Municipal - Corporacion
144,88.9,71.5,Municipal - DAEM
248,88.3,75.4,Municipal - DAEM
136,81.6,68.4,Municipal - DAEM
188,92,80.3,Municipal - Corporacion
145,82.8,64.8,Municipal - DAEM
499,77.4,59.3,Municipal - Corporacion
365,67.4,45.5,Municipal - Corporacion
232,88.4,69.8,Municipal - DAEM
273,86.8,68.1,Municipal - Corporacion
263,83.3,68.8,Municipal - Corporacion
297,72.1,54.2,Municipal - Corporacion
283,74.6,57.6,Municipal - Corporacion
142,97.2,89.4,Municipal - Corporacion
187,92,70.1,Municipal - DAEM
242,87.2,71.1,Municipal - Corporacion
254,74,55.5,Municipal - DAEM
124,88.7,74.2,Particular Subvencionado
147,65.3,44.9,Particular Subvencionado
185,73.5,59.5,Particular Subvencionado
598,44,28.6,Particular Subvencionado
112,66.1,42,Particular Subvencionado
493,78.9,58,Particular Subvencionado
204,73,52.9,Particular Subvencionado
263,43.3,24.7,Particular Subvencionado
300,77.7,61.3,Particular Subvencionado
278,70.9,51.1,Particular Subvencionado
1150,61.8,43.7,Particular Subvencionado
710,64.8,44.5,Particular Subvencionado
235,80,58.7,Particular Subvencionado
270,87.8,71.1,Particular Subvencionado
148,66.2,44.6,Particular Subvencionado
274,84.3,67.5,Particular Subvencionado
201,47.8,30.3,Particular Subvencionado
94,67,50,Particular Subvencionado
141,87.9,72.3,Particular Subvencionado
642,52.6,36,Particular Subvencionado
88,83,65.9,Particular Subvencionado
71,52.1,38,Particular Subvencionado
430,58.6,39.3,Particular Subvencionado
86,86,68.6,Particular Subvencionado
124,88.7,77.4,Particular Subvencionado
637,38.3,21.8,Particular Subvencionado
436,72.2,57.3,Particular Subvencionado
146,83.6,68.5,Particular Subvencionado
166,81.3,62,Particular Subvencionado
133,70.7,48.9,Particular Subvencionado
90,73.3,53.3,Particular Subvencionado
313,78.6,56.2,Particular Subvencionado
186,82.3,68.3,Particular Subvencionado
211,76.3,57.8,Particular Subvencionado
286,59.4,38.1,Particular Subvencionado
506,68.8,46.8,Particular Subvencionado
571,65.5,48.9,Particular Subvencionado
721,32.5,17.2,Particular Subvencionado
716,19.1,9.2,Particular Subvencionado
236,86.4,62.3,Particular Subvencionado
628,85,61.5,Particular Subvencionado
166,89.2,69.9,Municipal - DAEM
152,89.5,72.4,Municipal - DAEM
339,83.5,67.3,Municipal - DAEM
235,88.5,77.4,Municipal - DAEM
159,94.3,83.6,Municipal - DAEM
345,91.3,78.3,Municipal - DAEM
193,85,67.4,Municipal - DAEM
184,90.8,72.8,Municipal - DAEM
356,89,65.7,Municipal - DAEM
244,88.5,68.9,Municipal - DAEM
302,87.4,59.3,Municipal - DAEM
286,88.1,73.4,Municipal - DAEM
281,86.1,63.7,Municipal - DAEM
282,85.1,65.2,Municipal - DAEM
576,81.6,56.8,Municipal - DAEM
219,84.9,69.9,Municipal - DAEM
191,93.2,80.6,Municipal - DAEM
272,80.9,61.4,Municipal - DAEM
359,86.9,70.2,Municipal - DAEM
275,90.5,71.3,Municipal - DAEM
271,86.3,74.2,Municipal - DAEM
250,88.8,68.4,Municipal - DAEM
481,88.1,67.6,Municipal - DAEM
679,88.5,69.7,Municipal - DAEM
978,78.7,58.5,Municipal - DAEM
250,91.2,78.8,Municipal - DAEM
379,85.8,69.9,Municipal - DAEM
429,80.9,67.1,Municipal - DAEM
1273,82.5,60.9,Particular Subvencionado
1020,82.2,60.5,Particular Subvencionado
853,71.6,47.6,Particular Subvencionado
301,86.7,66.8,Particular Subvencionado
289,82.7,67.8,Particular Subvencionado
1232,78.5,58.4,Particular Subvencionado
1040,74.2,55.3,Particular Subvencionado
229,79,55,Particular Subvencionado
252,85.3,71.8,Particular Subvencionado
1147,67,45.3,Particular Subvencionado
710,66.5,48.5,Particular Subvencionado
1056,69.3,45.6,Particular Subvencionado
926,76,56.5,Particular Subvencionado
610,72.5,50.8,Particular Subvencionado
377,77.7,58.9,Particular Subvencionado
255,79.6,57.3,Particular Subvencionado
365,78.1,52.1,Particular Subvencionado
331,89.4,72.5,Particular Subvencionado
253,94.5,82.6,Particular Subvencionado
289,78.5,60.6,Particular Subvencionado
942,76.3,58.3,Particular Subvencionado
178,83.7,65.2,Particular Subvencionado
301,82.1,61.5,Particular Subvencionado
510,92,74.3,Particular Subvencionado
128,92.2,72.7,Particular Subvencionado
604,75.8,53.1,Particular Subvencionado
236,72.9,50.8,Particular Subvencionado
12,100,83.3,Municipal - DAEM
92,89.1,79.3,Municipal - DAEM
15,100,80,Municipal - DAEM
263,79.5,66.5,Municipal - DAEM
240,78.3,61.7,Municipal - DAEM
191,82.2,66,Municipal - DAEM
177,76.8,64.4,Municipal - DAEM
372,90.9,72.8,Municipal - DAEM
185,76.2,57.8,Municipal - DAEM
98,87.8,78.6,Municipal - DAEM
210,86.7,70,Municipal - DAEM
237,74.7,53.2,Municipal - DAEM
151,85.4,74.2,Municipal - DAEM
169,87.6,70.4,Municipal - DAEM
146,84.9,61.6,Municipal - DAEM
303,81.2,63.7,Municipal - DAEM
263,90.5,71.9,Municipal - DAEM
302,87.4,73.5,Municipal - DAEM
227,90.7,74.4,Municipal - DAEM
237,86.1,69.6,Municipal - DAEM
240,86.7,72.1,Municipal - DAEM
726,89.1,71.3,Municipal - DAEM
286,85.7,69.2,Municipal - DAEM
28,92.9,57.1,Municipal - DAEM
176,84.7,71,Municipal - DAEM
169,85.2,68.6,Municipal - DAEM
252,77.4,57.5,Municipal - DAEM
308,80.8,62.3,Municipal - DAEM
173,87.9,71.7,Municipal - DAEM
277,89.9,76.5,Municipal - DAEM
350,89.4,72.9,Municipal - DAEM
141,94.3,81.6,Municipal - DAEM
272,91.9,78.7,Municipal - DAEM
29,100,86.2,Municipal - DAEM
455,86.8,69.5,Particular Subvencionado
618,56.6,37.1,Particular Subvencionado
708,53.4,33.8,Particular Subvencionado
351,45.9,27.9,Particular Subvencionado
355,36.1,19.7,Particular Subvencionado
677,31.2,16,Particular Subvencionado
871,42.7,22.8,Particular Subvencionado
246,64.6,49.6,Particular Subvencionado
1056,77.7,54.5,Particular Subvencionado
1193,81.2,59.3,Particular Subvencionado
105,90.5,68.6,Particular Subvencionado
260,75,50.4,Particular Subvencionado
458,71.6,51.7,Particular Subvencionado
424,68.6,47.4,Particular Subvencionado
146,75.3,53.4,Particular Subvencionado
59,62.7,39,Particular Subvencionado
466,72.7,53.2,Particular Subvencionado
328,58.5,39.9,Particular Subvencionado
1296,71.1,49.7,Particular Subvencionado
682,71.7,52.2,Particular Subvencionado
357,65.8,43.7,Particular Subvencionado
334,70.1,43.4,Particular Subvencionado
134,73.9,53,Particular Subvencionado
305,68.5,47.2,Particular Subvencionado
99,67.7,46.5,Particular Subvencionado
224,72.3,48.2,Particular Subvencionado
149,81.2,63.8,Particular Subvencionado
519,75.1,57.6,Particular Subvencionado
1297,72.5,51.4,Particular Subvencionado
318,72,50,Particular Subvencionado
297,74.7,53.9,Particular Subvencionado
412,69.4,46.6,Particular Subvencionado
224,50.4,25.9,Particular Subvencionado
348,56.9,36.2,Particular Subvencionado
555,75.7,54.2,Particular Subvencionado
187,67.9,48.1,Particular Subvencionado
1109,81.6,61.7,Particular Subvencionado
644,83.9,63.5,Particular Subvencionado
541,82.4,59.9,Particular Subvencionado
662,69.9,51.1,Particular Subvencionado
833,81.3,62.7,Particular Subvencionado
71,84.5,67.6,Particular Subvencionado
825,54.7,33.8,Particular Subvencionado
427,86.4,69.1,Particular Subvencionado
591,57.7,36.9,Particular Subvencionado
286,84.6,62.2,Municipal - DAEM
414,67.1,44,Municipal - Corporacion
259,72.6,55.6,Municipal - Corporacion
207,81.6,68.1,Municipal - DAEM
239,74.1,55.2,Municipal - Corporacion
169,82.8,69.8,Municipal - DAEM
257,85.6,67.3,Municipal - DAEM
248,75,55.6,Municipal - DAEM
446,70.4,51.3,Municipal - DAEM
165,83.6,66.7,Municipal - DAEM
302,75.8,59.3,Municipal - DAEM
539,67.7,48.6,Municipal - Corporacion
436,79.1,56.9,Municipal - Corporacion
629,67.6,41,Municipal - Corporacion
214,80.8,65.9,Municipal - DAEM
208,73.1,62,Municipal - DAEM
444,74.3,52.7,Municipal - Corporacion
534,81.3,56.9,Municipal - DAEM
445,70.3,48.8,Municipal - Corporacion
485,75.3,55.5,Municipal - Corporacion
300,79.7,60.3,Municipal - DAEM
150,79.3,56,Municipal - Corporacion
325,55.4,38.5,Municipal - DAEM
359,77.7,52.1,Municipal - Corporacion
481,78.2,55.1,Municipal - Corporacion
566,58.1,37.6,Municipal - Corporacion
661,52.3,30.7,Municipal - Corporacion
641,63.7,42.4,Municipal - Corporacion
20,70,55,Municipal - Corporacion
34,82.4,76.5,Particular Subvencionado
256,52,30.9,Particular Subvencionado
614,51.5,29.3,Particular Subvencionado
123,26.8,9.8,Particular Subvencionado
284,58.8,39.4,Particular Subvencionado
524,31.5,16.6,Particular Subvencionado
1815,64.7,40.3,Particular Subvencionado
269,60.2,32.3,Particular Subvencionado
681,51.7,32.7,Particular Subvencionado
533,62.1,40.5,Particular Subvencionado
237,67.9,43.9,Particular Subvencionado
978,71.9,51.4,Particular Subvencionado
475,38.5,21.3,Particular Subvencionado
158,44.3,25.3,Particular Subvencionado
663,41.2,22.9,Particular Subvencionado
948,23.3,12.3,Particular Subvencionado
402,57.7,34.8,Particular Subvencionado
79,58.2,40.5,Particular Subvencionado
297,65.3,48.5,Particular Subvencionado
81,92.6,76.5,Particular Subvencionado
544,29.4,14.9,Particular Subvencionado
782,73.5,51.2,Particular Subvencionado
945,47.1,29.5,Particular Subvencionado
400,30.5,15.8,Particular Subvencionado
217,82.9,64.5,Particular Subvencionado
190,72.1,51.6,Particular Subvencionado
216,45.8,27.3,Particular Subvencionado
804,43.9,24.4,Particular Subvencionado
165,70.3,46.7,Particular Subvencionado
529,62.9,38.8,Particular Subvencionado
325,49.8,30.2,Particular Subvencionado
290,63.8,37.6,Particular Subvencionado
2133,65.4,42.5,Particular Subvencionado
218,41.3,26.6,Particular Subvencionado
437,30,14.6,Particular Subvencionado
460,58.7,37.8,Particular Subvencionado
334,16.8,9.3,Particular Subvencionado
175,85.1,70.3,Municipal - Corporacion
151,86.8,70.2,Municipal - Corporacion
388,87.4,71.4,Municipal - Corporacion
405,82.5,65.7,Municipal - Corporacion
281,85.4,66.2,Municipal - Corporacion
431,80,61,Municipal - Corporacion
99,89.9,75.8,Municipal - Corporacion
516,82,66.1,Municipal - Corporacion
112,94.6,85.7,Municipal - Corporacion
433,87.5,70,Municipal - Corporacion
277,89.5,73.6,Municipal - Corporacion
651,77.3,61,Municipal - Corporacion
296,80.7,67.2,Municipal - Corporacion
202,81.7,65.3,Municipal - Corporacion
142,90.1,77.5,Municipal - Corporacion
200,67.5,50.5,Particular Subvencionado
795,69.7,53.8,Particular Subvencionado
146,67.1,45.9,Particular Subvencionado
267,74.9,53.2,Particular Subvencionado
268,79.1,63.1,Particular Subvencionado
153,77.1,54.9,Particular Subvencionado
354,80.2,60.7,Particular Subvencionado
205,74.1,61.5,Particular Subvencionado
1108,71.1,51.4,Particular Subvencionado
257,72,52.9,Particular Subvencionado
259,84.2,66.4,Particular Subvencionado
474,73.6,55.5,Particular Subvencionado
230,79.6,66.5,Particular Subvencionado
711,64.3,52,Particular Subvencionado
425,68,50.4,Particular Subvencionado
339,58.4,38.9,Particular Subvencionado
170,68.2,48.8,Particular Subvencionado
233,75.5,60.1,Particular Subvencionado
725,72.3,55.2,Particular Subvencionado
270,87,70.4,Municipal - Corporacion
226,81.4,65,Municipal - Corporacion
286,91.6,69.2,Municipal - Corporacion
968,74.5,51.3,Municipal - Corporacion
476,79.8,60.1,Municipal - Corporacion
578,80.4,60.4,Municipal - Corporacion
252,86.5,72.6,Municipal - Corporacion
271,88.6,72.3,Municipal - Corporacion
203,80.8,65.5,Municipal - Corporacion
310,84.5,67.1,Municipal - Corporacion
429,87.4,68.5,Municipal - Corporacion
330,82.4,65.5,Municipal - Corporacion
214,86.9,71,Municipal - Corporacion
320,90.9,73.8,Municipal - Corporacion
145,86.2,68.3,Municipal - Corporacion
205,86.3,76.1,Municipal - Corporacion
217,91.7,75.6,Municipal - Corporacion
260,88.8,71.5,Municipal - Corporacion
249,83.5,71.1,Municipal - Corporacion
185,88.6,74.1,Municipal - Corporacion
